Lemma,Artikel,Plural,Präsens,Präteritum,Hilfsverb,Partizip
Sabbatical,das,-s,,,,
Sabbatical,das,-s,,,,
Sachbeschädigung,die,-en,,,,
Sachbeschädigung,die,-en,,,,
Sachleistung,die,-en,,,,
Sachleistung,die,-en,,,,
Sachverhalt,der,-e,,,,
Sachverhalt,der,-e,,,,
Safe,der,-s,,,,
Safe,der,-s,,,,
saisonal,,,,,,
saisonal,,,,,,
Salmonelle,die,-n,,,,
Salmonelle,die,-n,,,,
Satellitenbild,das,-er,,,,
Satellitenbild,das,-er,,,,
Sauger,der,-,,,,
Sauger,der,-,,,,
Säule,die,-n,,,,
Säule,die,-n,,,,
Sauna,die,Saunen,,,,
Sauna,die,Saunen,,,,
Saunalandschaft,die,-en,,,,
Saunalandschaft,die,-en,,,,
Scanner,der,-,,,,
Scanner,der,-,,,,
Schachspieler,der,-,,,,
Schachspieler,der,-,,,,
Schädel,der,-,,,,
Schädel,der,-,,,,
Schadstoff,der,-e,,,,
Schadstoff,der,-e,,,,
Schale,die,-n,,,,
Schale,die,-n,,,,
Schattenseite,die,-n,,,,
Schattenseite,die,-n,,,,
Schätzung,die,-en,,,,
Schätzung,die,-en,,,,
Scheidungsgrund,der,ü-e,,,,
Scheidungsgrund,der,ü-e,,,,
Schienbein,das,-e,,,,
Schienbein,das,-e,,,,
Schilderung,die,-en,,,,
Schilderung,die,-en,,,,
Schilling,der,-e,,,,
Schilling,der,-e,,,,
Schimmel,der,-,,,,
Schimmel,der,-,,,,
Schimmelpilz,der,-e,,,,
Schimmelpilz,der,-e,,,,
schlagen,,,schlägt,schlug,hat,geschlagen
schlagen,,,schlägt,schlug,hat,geschlagen
schlagfertig,,,,,,
schlagfertig,,,,,,
Schlagfertigkeit,die,,,,,
Schlagfertigkeit,die,,,,,
Schlagzeug,das,-e,,,,
Schlagzeug,das,-e,,,,
Schlamm,der,-e,,,,
Schlamm,der,-e,,,,
schlau,,,,,,
schlau,,,,,,
Schleuse,die,-n,,,,
Schleuse,die,-n,,,,
schlicht,,,,,,
schlicht,,,,,,
schließen,,,schließt,schloss,hat,geschlossen
schließen,,,schließt,schloss,hat,geschlossen
Schluck,der,-e,,,,
Schluck,der,-e,,,,
Schluss,der,ü-e,,,,
Schluss,der,ü-e,,,,
Schlussfolgerung,die,-en,,,,
Schlussfolgerung,die,-en,,,,
schlüssig,,,,,,
schlüssig,,,,,,
Schlusslicht,das,-er,,,,
Schlusslicht,das,-er,,,,
Schmetterling,der,-e,,,,
Schmetterling,der,-e,,,,
Schmiede,die,-n,,,,
Schmiede,die,-n,,,,
Schmuddelkind,das,-er,,,,
Schmuddelkind,das,-er,,,,
Schnelligkeit,die,,,,,
Schnelligkeit,die,,,,,
Schnitt,der,-e,,,,
Schnitt,der,-e,,,,
Schnuller,der,-,,,,
Schnuller,der,-,,,,
Schock,der,-s,,,,
Schock,der,-s,,,,
schönfärben,,,,,,
schönfärben,,,,,,
Schrei,der,-e,,,,
Schrei,der,-e,,,,
Schreibkurs,der,-e,,,,
Schreibkurs,der,-e,,,,
Schreibplan,der,ä-e,,,,
Schreibplan,der,ä-e,,,,
Schreibwettbewerb,der,-e,,,,
Schreibwettbewerb,der,-e,,,,
Schritt,der,-e,,,,
Schritt,der,-e,,,,
Schulabgänger,der,-,,,,
Schulabgänger,der,-,,,,
Schuldgefühl,das,-e,,,,
Schuldgefühl,das,-e,,,,
Schuldige,der/die,-n,,,,
Schuldige,der/die,-n,,,,
Schüleraustausch,der,-e,,,,
Schüleraustausch,der,-e,,,,
Schulerlebnis,das,-se,,,,
Schulerlebnis,das,-se,,,,
Schulfreund,der,-e,,,,
Schulfreund,der,-e,,,,
Schulhof,der,ö-e,,,,
Schulhof,der,ö-e,,,,
schulisch,,,,,,
schulisch,,,,,,
Schulkind,das,-er,,,,
Schulkind,das,-er,,,,
Schulrektor,der,-en,,,,
Schulrektor,der,-en,,,,
Schultag,der,-e,,,,
Schultag,der,-e,,,,
schusselig,,,,,,
schusselig,,,,,,
schwanken,,,,,,
schwanken,,,,,,
schwärmen,,,,,,
schwärmen,,,,,,
Schweinefutter,das,-,,,,
Schweinefutter,das,-,,,,
Schweinehund,der,-e,,,,
Schweinehund,der,-e,,,,
Schweinepest,die,,,,,
Schweinepest,die,,,,,
Schweiß,der,,,,,
Schweiß,der,,,,,
Schwerpunkt,der,-e,,,,
Schwerpunkt,der,-e,schwindet,schwand,ist,geschwunden
schwinden,,,schwindet,schwand,ist,geschwunden
schwinden,,,schwingt,schwang,hat,geschwungen
schwingen,,,schwingt,schwang,hat,geschwungen
schwingen,,,schwört,schwor,hat,geschworen
schwören,,,schwört,schwor,hat,geschworen
schwören,,,,,,
Seele,die,-n,,,,
Seele,die,-n,sieht,sah,hat,gesehen
sehen,,,sieht,sah,hat,gesehen
sehen,,,,,,
Sehnerv,der,-en,,,,
Sehnerv,der,-en,,,,
Sehverhalten,das,,,,,
Sehverhalten,das,,,,,
Seite,die,-n,,,,
Seite,die,-n,,,,
Seitenlappen,der,-,,,,
Seitenlappen,der,-,,,,
sekundär,,,,,,
sekundär,,,,,,
Sekundenbruchteil,der,-e,,,,
Sekundenbruchteil,der,-e,,,,
Selbstbewusstsein,das,,,,,
Selbstbewusstsein,das,,,,,
Selbstbild,das,,,,,
Selbstbild,das,,,,,
Selbstpräsentation,die,-en,,,,
Selbstpräsentation,die,-en,,,,
Selbstvertrauen,das,,,,,
selektiv,,,,,,
semantisch,,,,,,
Seminarlänge,die,,,,,
Sendeanstalt,die,-en,,,,
Sendepause,die,-n,,,,
Serie,die,-n,,,,
seriös,,,,,,
Sicherheit,die,-en,,,,
Sicht,die,,,,,
Sichtweise,die,-n,,,,
Sieb,das,-e,,,,
Siegel,das,-,,,,
Silbe,die,-n,,,,
Silvesterfeier,die,-n,,,,
Silvesternacht,die,ä-e,,,,
Sinn,der,-e,,,,
sinnhaft,,,,,,
Sitte,die,-n,,,,
sitzen,,,sitzt,saß,hat,gesessen
Ska,der,,,,,
Skateboard,das,-s,,,,
Skimaske,die,-n,,,,
Skiresort,das,-s,,,,
skrupulös,,,,,,
Skulptur,die,-en,,,,
Smoothie,der,-s,,,,
Soft Skill,der,-s,,,,
Sommerferien,die,Pl.,,,,
Sommerpause,die,-n,,,,
Sonnenaufgang,der,ä-e,,,,
Sonnenschein,der,,,,,
Sorge,die,-n,,,,
Sorgenkind,das,-er,,,,
Sozialkritik,die,,,,,
sozialkritisch,,,,,,
Sozialwerk,das,-e,,,,
Spa,das,-s,,,,
Spannung,die,-en,,,,
spannungsmindernd,,,,,,
Speicherung,die,-en,,,,
Spektrum,das,Spektren,,,,
spezialisieren,,,,,,
Spiel,das,-e,,,,
Spielcasino,das,-s,,,,
spielerisch,,,,,,
Spielkamerad,der,-en,,,,
Spielsucht,die,,,,,
spielsüchtig,,,,,,
Spielzug,der,ü-e,,,,
Spinat,der,,,,,
spinnen,,,spinnt,spann,hat,gesponnen
Spitze,die,-n,,,,
Spitzenläufer,der,-,,,,
Sportverein,der,-e,,,,
Spott,der,,,,,
Spracherkennung,die,,,,,
Spracherwerb,der,,,,,
Sprachgefüge,das,-,,,,
Sprachgefühl,das,,,,,
Sprachkontakt,der,-e,,,,
sprachlich,,,,,,
sprachlos,,,,,,
Sprachlosigkeit,die,,,,,
Sprachregel,die,-n,,,,
Sprachvermögen,das,,,,,
Sprechblase,die,-n,,,,
sprechen,,,spricht,sprach,hat,gesprochen
sprengen,,,,,,
springen,,,springt,sprang,ist,gesprungen
sprinten,,,,,,
spritzen,,,,,,
Spur,die,-en,,,,
stabil,,,,,,
Stadtmagazin,das,-e,,,,
Stadtteilschild,das,-er,,,,
Stadtverwaltung,die,-en,,,,
stählen,,,,,,
Stahlskelett,das,-e,,,,
Stand-up-paddling,das,,,,,
Standard,der,-s,,,,
Standardsprache,die,-n,,,,
Standbein,das,-e,,,,
Standort,der,-e,,,,
Standortbedingungen,die,Pl.,,,,
Standpunkt,der,-e,,,,
Stärke,die,-n,,,,
Start,der,-s,,,,
Start-Up,das,-s,,,,
Startloch,das,ö-er,,,,
stattdessen,,,,,,
staunen,,,,,,
stehen,,,steht,stand,hat,gestanden
steigern,,,,,,
Steigerung,die,-en,,,,
Steinkohle,die,,,,,
Steinplatte,die,-n,,,,
Stelle,die,-n,,,,
Stellenangebot,das,-e,,,,
Stellensuche,die,-n,,,,
Stellenwert,der,-e,,,,
Stellung,die,-en,,,,
stellvertretend,,,,,,
Sterbenswörtchen,das,,,,,
Sterblichkeit,die,,,,,
stets,,,,,,
Steuerung,die,-en,,,,
Steuervorteil,der,-e,,,,
stichhaltig,,,,,,
Stigma,das,-ta,,,,
Stilbruch,der,ü-e,,,,
Stimmfarbe,die,-n,,,,
Stipendium,das,Stipendien,,,,
Stoff,der,-e,,,,
Stofftier,das,-e,,,,
Stolperstein,der,-e,,,,
Stoppuhr,die,-en,,,,
Störungsbild,das,-er,,,,
stoßen,,,stößt,stieß,ist,gestoßen
Stoßstange,die,-n,,,,
strafbar,,,,,,
Strafe,die,-n,,,,
Strafgesetzbuch,das,ü-er,,,,
Strafrichter,der,-,,,,
Straftat,die,-en,,,,
Strandkorb,der,ö-e,,,,
Straßenmusik,die,,,,,
sträuben,,,,,,
straucheln,,,,,,
straucheln,,,,,,
strecken,,,,,,
strecken,,,,,,
Streetworker,der,-,,,,
Streetworker,der,-,,,,
streichen,,,streicht,strich,hat,gestrichen
streichen,,,streicht,strich,hat,gestrichen
Streitgespräch,das,-e,,,,
Streitgespräch,das,-e,,,,
streng,,,,,,
streng,,,,,,
stressig,,,,,,
stressig,,,,,,
Strom,der,,,,,
Strom,der,,,,,
Struktur,die,-en,,,,
Struktur,die,-en,,,,
strukturell,,,,,,
strukturell,,,,,,
strukturieren,,,,,,
strukturieren,,,,,,
Strukturwandel,der,-,,,,
Strukturwandel,der,-,,,,
Stubenhocker,der,-,,,,
Stubenhocker,der,-,,,,
Studentenleben,das,,,,,
Studentenleben,das,,,,,
Studentenorganisation,die,-en,,,,
Studentenorganisation,die,-en,,,,
Studienberatung,die,,,,,
Studienberatung,die,,,,,
Studienfach,das,ü-er,,,,
Studienfach,das,ü-er,,,,
Studiengang,der,ä-e,,,,
Studiengang,der,ä-e,,,,
Studienwechsel,der,-,,,,
Studienwechsel,der,-,,,,
Studiogast,der,ä-e,,,,
Studiogast,der,ä-e,,,,
sturmfrei,,,,,,
sturmfrei,,,,,,
Sturz,der,ü-e,,,,
Sturz,der,ü-e,,,,
subjektiv,,,,,,
subjektiv,,,,,,
Suche,die,,,,,
Suche,die,,,,,
Sud,der,-e,,,,
Sud,der,-e,,,,
Suizid,der,-e,,,,
Suizid,der,-e,,,,
Süße,der/die,-n,,,,
Süße,der/die,-n,,,,
Symptom,das,-e,,,,
Symptom,das,-e,,,,
systematisch,,,,,,
systematisch,,,,,,
Tagebuch,das,ü-er,,,,
Tagebuch,das,ü-er,,,,
Tagebucheintrag,der,ä-e,,,,
Tagebucheintrag,der,ä-e,,,,
Tagesgeschehen,das,,,,,
Tagesgeschehen,das,,,,,
Tank,der,-s,,,,
Tank,der,-s,,,,
Tarnung,die,-en,,,,
Tarnung,die,-en,,,,
Tat,die,-en,,,,
Tat,die,-en,,,,
Tattoo,das,-s,,,,
Tattoo,das,-s,,,,
taumeln,,,,,,
taumeln,,,,,,
Teamarbeit,die,,,,,
Teamarbeit,die,,,,,
teamfähig,,,,,,
teamfähig,,,,,,
Teamfähigkeit,die,,,,,
Teamfähigkeit,die,,,,,
Teamorientierung,die,,,,,
Teamorientierung,die,,,,,
Techno,der,,,,,
Techno,der,,,,,
technologieintensiv,,,,,,
technologieintensiv,,,,,,
Technologieunternehmen,das,-,,,,
Technologieunternehmen,das,-,,,,
Teilgebiet,das,-e,,,,
Teilgebiet,das,-e,,,,
Teilziel,das,-e,,,,
Teilziel,das,-e,,,,
Tellerrand,der,ä-er,,,,
Tellerrand,der,ä-er,,,,
Terminvereinbarung,die,-en,,,,
Terminvereinbarung,die,-en,,,,
Testperson,die,-en,,,,
Testperson,die,-en,,,,
textil,,,,,,
textil,,,,,,
Textinhalt,der,-e,,,,
Textinhalt,der,-e,,,,
Theaterbesuch,der,-e,,,,
Theaterbesuch,der,-e,,,,
Theatergruppe,die,-n,,,,
Theatergruppe,die,-n,,,,
Theaterleute,die,Pl.,,,,
Theaterleute,die,Pl.,,,,
thematisch,,,,,,
thematisch,,,,,,
Themenschwerpunkt,der,-e,,,,
Themenschwerpunkt,der,-e,,,,
theologisch,,,,,,
theologisch,,,,,,
These,die,-n,,,,
These,die,-n,,,,
Thriller,der,-,,,,
Thriller,der,-,,,,
tiefsinnig,,,,,,
tiefsinnig,,,,,,
Tierschützer,der,-,,,,
Tierschützer,der,-,,,,
Titel,der,-,,,,
Titel,der,-,,,,
Tod,der,-e,,,,
Tod,der,-e,,,,
Todesursache,die,-n,,,,
Todesursache,die,-n,,,,
tollpatschig,,,,,,
tollpatschig,,,,,,
Tonstudio,das,-s,,,,
Tonstudio,das,-s,,,,
Top Ten,die,-s,,,,
Top Ten,die,-s,,,,
Topwert,der,-e,,,,
Topwert,der,-e,,,,
Totschlag,der,,,,,
Totschlag,der,,,,,
Touristik,die,,,,,
Touristik,die,,,,,
Tournee,die,-n,,,,
Tournee,die,-n,,,,
tragen,,,trägt,trug,hat,getragen
tragen,,,trägt,trug,hat,getragen
Trainingsbuch,das,ü-er,,,,
Trainingsbuch,das,ü-er,,,,
Trainingszeit,die,-en,,,,
Trainingszeit,die,-en,,,,
Transaktion,die,-en,,,,
Transaktion,die,-en,,,,
Transparenz,die,,,,,
Transparenz,die,,,,,
Traube,die,-n,,,,
Traube,die,-n,,,,
Trauer,die,,,,,
Trauer,die,,,,,
Traum,der,ä-e,,,,
Traum,der,ä-e,,,,
treffen,,,trifft,traf,hat,getroffen
treffen,,,trifft,traf,hat,getroffen
treiben,,,treibt,trieb,hat,getrieben
treiben,,,treibt,trieb,hat,getrieben
Tresor,der,-e,,,,
Tresor,der,-e,,,,
Trio,das,-s,,,,
Trio,das,-s,,,,
Trompeter,der,-,,,,
Trompeter,der,-,,,,
trösten,,,,,,
trösten,,,,,,
tröstlich,,,,,,
tröstlich,,,,,,
tummeln,,,,,,
tummeln,,,,,,
tun,,,tut,tat,hat,getan
tun,,,tut,tat,hat,getan
Tutor,der,-en,,,,
Tutor,der,-en,,,,
übel,,,,,,
Übel,das,-,,,,
überbewerten,,,,,,
überbewerten,,,,,,
Überblick,der,,,,,
Überblick,der,,,,,
überdenken,,,überdenkt,überdachte,hat,überdacht
überdenken,,,überdenkt,überdachte,hat,überdacht
überdies,,,,,,
überdies,,,,,,
Übereinstimmung,die,-en,,,,
Übereinstimmung,die,-en,,,,
Überfall,der,ä-e,,,,
Überfall,der,ä-e,,,,
überfallen,,,überfällt,überfiel,hat,überfallen
überfallen,,,überfällt,überfiel,hat,überfallen
Überfluss,der,,,,,
Überfluss,der,,,,,
überflüssig,,,,,,
überflüssig,,,,,,
überfordern,,,,,,
überfordern,,,,,,
Übergang,der,ä-e,,,,
Übergang,der,ä-e,,,,
übergeben,,,übergibt,übergab,hat,übergeben
übergeben,,,übergibt,übergab,hat,übergeben
Übergewicht,das,,,,,
Übergewicht,das,,,,,
überhandnehmen,,,nimmt überhand,nahm überhand,hat,überhandgenommen
überhandnehmen,,,nimmt überhand,nahm überhand,hat,überhandgenommen
überlagern,,,,,,
überlagern,,,,,,
Überlegenheit,die,,,,,
Überlegenheit,die,,,,,
Überlegung,die,-en,,,,
Überlegung,die,-en,,,,
überleiten,,,,,,
überleiten,,,,,,
Übermacht,die,,,,,
Übermacht,die,,,,,
übermäßig,,,,,,
übermäßig,,,,,,
Überprüfung,die,-en,,,,
Überprüfung,die,-en,,,,
überrennen,,,überrennt,überrannte,hat,überrannt
überrennen,,,überrennt,überrannte,hat,überrannt
überschaubar,,,,,,
überschaubar,,,,,,
überschreiten,,,überschreitet,überschritt,hat,überschritten
überschreiten,,,überschreitet,überschritt,hat,überschritten
übersehen,,,übersieht,übersah,hat,übersehen
übersehen,,,übersieht,übersah,hat,übersehen
übersichtlich,,,,,,
übersichtlich,,,,,,
überspringen,,,überspringt,übersprang,hat,übersprungen
überspringen,,,überspringt,übersprang,hat,übersprungen
Überwachung,die,-en,,,,
Überwachung,die,-en,,,,
Überwachungskamera,die,-s,,,,
Überwachungskamera,die,-s,,,,
Überwachungssystem,das,-e,,,,
Überwachungssystem,das,-e,,,,
Überwachungsvideo,das,-s,,,,
Überwachungsvideo,das,-s,,,,
überwiegen,,überwiegt,überwog,hat,überwogen,
überwiegen,,überwiegt,überwog,hat,überwogen,
überwinden,,überwindet,überwand,hat,überwunden,
überwinden,,überwindet,überwand,hat,überwunden,
überzeugen,,,,,,
überzeugen,,,,,,
überzeugend,,,,,,
überzeugend,,,,,,
Überzeugung,die,-en,,,,
Überzeugung,die,-en,,,,
Umbau,der,-ten,,,,
Umbau,der,-ten,,,,
umbauen,,,,,,
umbauen,,,,,,
umbringen,,,bringt um,brachte um,hat,umgebracht
umbringen,,,bringt um,brachte um,hat,umgebracht
Umfang,der,ä-e,,,,
Umfang,der,ä-e,,,,
umfangreich,,,,,,
umfangreich,,,,,,
umfassen,,,,,,
umfassen,,,,,,
umfassend,,,,,,
umfassend,,,,,,
umformen,,,,,,
umformen,,,,,,
umgehen,,,geht um,ging um,ist,umgegangen
umgehen,,,geht um,ging um,ist,umgegangen
umgehend,,,,,,
umgehend,,,,,,
umgestalten,,,,,,
umgestalten,,,,,,
umkehren,,,,,,
umkehren,,,,,,
Umsatz,der,ä-e,,,,
Umsatz,der,ä-e,,,,
umschreiben,,,umschreibt,umschrieb,hat,umschrieben
umschreiben,,,umschreibt,umschrieb,hat,umschrieben
Umsetzung,die,-en,,,,
Umsetzung,die,-en,,,,
umständlich,,,,,,
umständlich,,,,,,
umstritten,,,,,,
umstritten,,,,,,
Umweltregel,die,-n,,,,
Umweltregel,die,-n,,,,
unauffällig,,,,,,
unauffällig,,,,,,
unbändig,,,,,,
unbändig,,,,,,
unbedenklich,,,,,,
unbedenklich,,,,,,
unbenutzt,,,,,,
unbenutzt,,,,,,
unbeschäftigt,,,,,,
unbeschwert,,,,,,
unbestechlich,,,,,,
unbewusst,,,,,,
unbezahlbar,,,,,,
undenkbar,,,,,,
undicht,,,,,,
unendlich,,,,,,
unerklärlich,,,,,,
unerlässlich,,,,,,
unerreichbar,,,,,,
unerträglich,,,,,,
unerwähnt,,,,,,
unerwartet,,,,,,
Unfallbeteiligte,der/die,-n,,,,
Unfallort,der,-e,,,,
Unfallquote,die,-n,,,,
Unfallrisiko,das,-s,,,,
ungebildet,,,,,,
ungebräuchlich,,,,,,
ungebrochen,,,,,,
ungeduldig,,,,,,
ungefragt,,,,,,
ungehemmt,,,,,,
ungerecht,,,,,,
ungeschickt,,,,,,
ungetrübt,,,,,,
ungewohnt,,,,,,
unhandlich,,,,,,
unheimlich,,,,,,
Unlust,die,,,,,
unmittelbar,,,,,,
unmoralisch,,,,,,
unpräsent,,,,,,
unrealistisch,,,,,,
Unrecht,das,,,,,
unschuldig,,,,,,
Unsicherheit,die,,,,,
unsichtbar,,,,,,
Unterbrechung,die,-en,,,,
unterbringen,,,bringt unter,brachte unter,hat,untergebracht
untereinander,,,,,,
Untergang,der,ä-e,,,,
unterhaltsam,,,,,,
untermauern,,,,,,
Unternehmen,das,-,,,,
Unternehmenskosten,die,Pl.,,,,
Unternehmensteil,der,-e,,,,
unterordnen,,,,,,
unterschätzen,,,,,,
unterscheiden,,,unterscheidet,unterschied,hat,unterschieden
Unterstützer,der,-,,,,
unterteilen,,,,,,
unüberschaubar,,,,,,
unverbindlich,,,,,,
unvergleichlich,,,,,,
unvermeidlich,,,,,,
unverschämt,,,,,,
unverzüglich,,,,,,
unvollständig,,,,,,
unwürdig,,,,,,
unzulässig,,,,,,
üppig,,,,,,
Urkundenfälschung,die,-en,,,,
Urzeit,die,-en,,,,
Utopie,die,-n,,,,
vage,,,,,,
Variante,die,-n,,,,
variieren,,,,,,
vehement,,,,,,
Verachtung,die,,,,,
Veränderungsbedürfnis,das,-se,,,,
Veränderungsbereitschaft,die,,,,,
verängstigen,,,,,,
veranlagt,,,,,,
Veranlagung,die,-en,,,,
veranstalten,,,,,,
verantworten,,,,,,
verarbeiten,,,,,,
verargumentieren,,,,,,
verbergen,,,verbirgt,verbarg,hat,verborgen
Verbesserungsmöglichkeit,die,-en,,,,
Verbindung,die,-en,,,,
verblassen,,,,,,
verbleiben,,,verbleibt,verblieb,ist,verblieben
verblüffen,,,,,,
Verbrechensplanung,die,,,,,
Verbrecherjagd,die,-en,,,,
verbreiten,,,,,,
Verbreitung,die,-en,,,,
verbummeln,,,,,,
verbünden,,,,,,
Verdächtigung,die,-en,,,,
verdanken,,,,,,
verdeutlichen,,,,,,
verdoppeln,,,,,,
Verdummung,die,,,,,
Vereinbarkeit,die,,,,,
Vereinbarung,die,-en,,,,
Vereinsarbeit,die,,,,,
Vereinsgeist,der,,,,,
Vereinsleben,das,,,,,
Vereinsmeierei,die,,,,,
vererben,,,,,,
Verfall,der,,,,,
Verfassung,die,-en,,,,
Verfilmung,die,-en,,,,
verfolgen,,,,,,
Verfolgung,die,-en,,,,
verfügbar,,,,,,
Verfügung,die,,,,,
Vergaser,der,-,,,,
vergeben,,,vergibt,vergab,hat,vergeben
vergehen,,,vergeht,verging,ist,vergangen
Vergehen,das,-,,,,
Vergessenheit,die,,,,,
vergesslich,,,,,,
vergleichbar,,,,,,
Verhaftung,die,-en,,,,
Verhaltenstherapie,die,-n,,,,
Verhaltensunterschied,der,-e,,,,
verhängen,,,,,,
verheimlichen,,,,,,
verhelfen,,,verhilft,verhalf,hat,verholfen
Verhör,das,-e,,,,
Verjährung,die,,,,,
verkappt,,,,,,
Verkaufstisch,der,-e,,,,
Verkehrsanbindung,die,-en,,,,
Verkehrsunfall,der,ä-e,,,,
Verkehrswesen,das,,,,,
verknüpfen,,,,,,
verkörpern,,,,,,
verkraften,,,,,,
verkürzt,,,,,,
Verlagerung,die,,,,,
Verlauf,der,ä-e,,,,
verlegen,,,,,,
Verlegenheit,die,-en,,,,
Verlegung,die,-en,,,,
verlernen,,,,,,
verlesen,,,verliest,verlas,hat,verlesen
verlieren,,,verliert,verlor,hat,verloren
Verlockung,die,-en,,,,
Vermeidung,die,,,,,
vermerken,,,,,,
vermischen,,,,,,
vermitteln,,,,,,
Vermutung,die,-en,,,,
vernachlässigen,,,,,,
vernetzt,,,,,,
Vernetzung,die,,,,,
Verpackung,die,-en,,,,
Verpflichtung,die,-en,,,,
verplant,,,,,,
verplempern,,,,,,
verpuffen,,,,,,
verringern,,,,,,
Verringerung,die,,,,,
Verrohung,die,,,,,
versagen,,,,,,
versammeln,,,,,,
verschaffen,,,,,,
Verschiedenartigkeit,die,,,,,
verschlingen,,,verschlingt,verschlang,hat,verschlungen
Verschluss,der,ü-e,,,,
verschreiben,,,verschreibt,verschrieb,hat,verschrieben
verschwenden,,,,,,
versetzt,,,,,,
versichert,,,,,,
Version,die,-en,,,,
versperren,,,,,,
verspielen,,,,,,
verspielen,,,,,,
verspüren,,,,,,
verspüren,,,,,,
verstärken,,,,,,
verstärken,,,,,,
Verstärkung,die,,,,,
Verstärkung,die,,,,,
versteckt,,,,,,
versteckt,,,,,,
Verstehenshilfe,die,-n,,,,
Verstehenshilfe,die,-n,,,,
verstellen,,,,,,
verstellen,,,,,,
verstopfen,,,,,,
verstopfen,,,,,,
verstorben,,,,,,
verstorben,,,,,,
Versuchsleiter,der,-,,,,
Versuchsleiter,der,-,,,,
versunken,,,,,,
versunken,,,,,,
verteidigen,,,,,,
verteidigen,,,,,,
verteuern,,,,,,
verteuern,,,,,,
verträglich,,,,,,
verträglich,,,,,,
vertrauensvoll,,,,,,
vertrauensvoll,,,,,,
Vertrauenswürdigkeit,die,,,,,
Vertrauenswürdigkeit,die,,,,,
vertretbar,,,,,,
vertretbar,,,,,,
vertreten,,,vertritt,vertrat,hat,vertreten
vertreten,,,vertritt,vertrat,hat,vertreten
verunglücken,,,,,,
verunglücken,,,,,,
verunsichern,,,,,,
verunsichern,,,,,,
verunsichert,,,,,,
verunsichert,,,,,,
Verwechslung,die,-en,,,,
Verwechslung,die,-en,,,,
Verwechslungskomödie,die,-n,,,,
Verwechslungskomödie,die,-n,,,,
verweigern,,,,,,
verweigern,,,,,,
verweisen,,,verweist,verwies,hat,verwiesen
verweisen,,,verweist,verwies,hat,verwiesen
Verwendung,die,-en,,,,
Verwendung,die,-en,,,,
verwickeln,,,,,,
verwickeln,,,,,,
verwirklichen,,,,,,
verwirklichen,,,,,,
verwirren,,,,,,
verwirren,,,,,,
verwöhnen,,,,,,
verwöhnen,,,,,,
Verwöhnurlaub,der,-e,,,,
Verwöhnurlaub,der,-e,,,,
verwunderlich,,,,,,
verwunderlich,,,,,,
verwundern,,,,,,
verwundern,,,,,,
Verzehr,der,,,,,
Verzehr,der,,,,,
verzehren,,,,,,
verzehren,,,,,,
verzetteln,,,,,,
verzetteln,,,,,,
verziehen,,,verzieht,verzog,hat,verzogen
verziehen,,,verzieht,verzog,hat,verzogen
verzögern,,,,,,
verzögern,,,,,,
verzweifeln,,,,,,
verzweifeln,,,,,,
verzweigen,,,,,,
verzweigen,,,,,,
Videospiel,das,-e,,,,
Videospiel,das,-e,,,,
vielerorts,,,,,,
vielerorts,,,,,,
vielfach,,,,,,
vielfach,,,,,,
Vielfalt,die,,,,,
Vielfalt,die,,,,,
vielfältig,,,,,,
vielfältig,,,,,,
vielmehr,,,,,,
vielmehr,,,,,,
vielversprechend,,,,,,
vielversprechend,,,,,,
Vita,die,Viten/Vitae,,,,
Vita,die,Viten/Vitae,,,,
Vitamintablette,die,-n,,,,
Vitamintablette,die,-n,,,,
Volksmusik,die,-en,,,,
Volksmusik,die,-en,,,,
Volksschule,die,-n,,,,
Volksschule,die,-n,,,,
Vollblutmusiker,der,-,,,,
Vollblutmusiker,der,-,,,,
vollendet,,,,,,
vollendet,,,,,,
vollkommen,,,,,,
vollkommen,,,,,,
Vollzeitjob,der,-s,,,,
Vollzeitjob,der,-s,,,,
vollziehen,,,vollzieht,vollzog,hat,vollzogen
vollziehen,,,vollzieht,vollzog,hat,vollzogen
vorangehen,,,geht voran,ging voran,ist,vorangegangen
vorangehen,,,geht voran,ging voran,ist,vorangegangen
vorankommen,,,kommt voran,kam voran,ist,vorangekommen
vorankommen,,,kommt voran,kam voran,ist,vorangekommen
vorantreiben,,,treibt voran,trieb voran,hat,vorangetrieben
vorantreiben,,,treibt voran,trieb voran,hat,vorangetrieben
vorbeifahren,,,fährt vorbei,fuhr vorbei,ist,vorbeigefahren
vorbeifahren,,,fährt vorbei,fuhr vorbei,ist,vorbeigefahren
vorbeirasen,,,,,,
vorbeirasen,,,,,,
vorbeugen,,,,,,
vorbeugen,,,,,,
voreilig,,,,,,
voreilig,,,,,,
vorfinanzieren,,,,,,
vorfinanzieren,,,,,,
vorführen,,,,,,
vorführen,,,,,,
vorgeben,,,gibt vor,gab vor,hat,vorgegeben
vorgeben,,,gibt vor,gab vor,hat,vorgegeben
Vorgehen,das,-,,,,
Vorgehen,das,-,,,,
Vorgesetzte,der/die,-n,,,,
Vorgesetzte,der/die,-n,,,,
Vorhaben,das,-,,,,
Vorhaben,das,-,,,,
vorhanden,,,,,,
vorhanden,,,,,,
vorherig,,,,,,
vorherig,,,,,,
vorkommen,,,kommt vor,kam vor,ist,vorgekommen
vorkommen,,,kommt vor,kam vor,ist,vorgekommen
Vorlage,die,-n,,,,
Vorlage,die,-n,,,,
vorleben,,,,,,
vorleben,,,,,,
vorlegen,,,,,,
vorlegen,,,,,,
